Gene	p-value(Classical-line vs. B10)	fold change(Classical-line vs. B10)	p-value(Mesenchymal-tex vs. TOTBRAIN)	fold change(Mesenchymal-tex vs. TOTBRAIN)	p-value(Classical-line vs. B10)	fold change(Classical-line vs. B10)	
HMGB2	0.828604	-1.03559	2.90348e-007	3.16408			
HMGN2P17	0.0676431	-1.20604	6.84182e-006	1.80073			
HMGN4	0.0170862	1.16395	6.05e-006	1.43444			
HMGXB3	0.610616	1.08625	0.482636	1.13338			
HMGXB4	0.932148	1.01884	0.872432	1.03932			
HMMR	0.153276	1.28709	4.32289e-006	2.87516			
HMOX2	0.0176392	1.10658	0.0992575	-1.07804			
HNMT	0.0866637	1.27528	2.97488e-005	2.09356			
HNRNPA2B1	9.30944e-006	1.34054	9.49126e-015	2.3357			
HNRNPAB	1.10453e-006	1.43454	4.5829e-014	2.36417			
HNRNPD	0.00846926	1.21571	0.000244253	1.37163			
HNRNPH1	0.264291	1.09022	7.98638e-014	2.93834			
HNRNPM	0.799508	1.03541	0.100161	1.28701			
HNRNPR	0.0227445	1.35896	0.00290948	1.57394			
HNRNPUL2	0.345084	-1.10741	0.0356236	-1.2922			
HOMER2	0.667971	1.10599	0.26356	-1.33677			
HOTAIR	0.668579	-1.07087	0.0179581	1.54398			
HOTAIRM1	0.653012	-1.09044	0.00333368	1.94636			
HOXA1	0.936832	-1.01224	0.145842	1.28264			
HOXA10	0.719531	-1.07942	0.189581	1.36342			
HOXA13	0.0271651	1.68937	0.191016	1.39213			
HOXA2	0.765205	1.19054	0.197576	2.3056			
HOXA3	0.960176	1.00657	0.00338618	1.57351			
HOXA4	0.89264	1.0243	0.0169175	1.63024			
HOXA5	0.860543	1.03576	0.000457007	2.35062			
HOXA6	0.942457	-1.01126	6.84592e-005	2.17757			
HOXA7	0.894459	-1.03217	0.017575	1.91821			
HOXA9	0.869605	-1.03135	0.47259	1.16016			
HOXB-AS1	0.0938734	1.32231	0.0317575	1.48952			
HOXB-AS3	0.584604	-1.06845	0.547981	1.08302			
HOXB-AS4	0.540385	-1.05349	0.425839	-1.07724			
HOXB2	0.157801	1.21804	0.029659	1.40574			
HOXB5	0.914334	1.02282	0.603085	1.12719			
HOXB7	0.911198	-1.02035	0.0357318	1.53958			
HOXC10	0.840047	-1.03276	0.0052579	1.68539			
HOXC11	0.979437	-1.00479	0.325389	1.22301			
HOXC13	0.938201	-1.01147	0.296659	1.18492			
HOXC4	0.856163	-1.03083	0.0537648	1.44082			
HOXC6	0.963706	-1.01277	0.0561615	1.82559			
HOXC8	0.84588	-1.04043	0.15308	1.38346			
HOXC9	0.871939	-1.0384	0.257159	1.34085			
HOXD-AS1	0.0046794	1.48507	0.953711	1.00833			
HOXD10	1.59607e-015	15.8059	2.679e-011	7.80877			
HOXD11	1.47642e-009	3.2598	5.37637e-007	2.60757			
HPCAL1	0.0170615	1.20128	0.00110632	-1.33243			
HPGDS	0.839048	1.03753	0.620039	-1.10373			
HPRT1	0.000103422	2.76246	1.09795e-008	-6.94693			
HPS3	0.776947	1.05006	0.0193229	1.58847			
HPS5	0.987877	-1.00254	0.404106	1.16605			
HPSE	0.220892	1.23124	0.185614	1.2801			
HRH1	0.0135403	-1.45246	0.0648824	1.34804			
HRH2	0.740074	-1.0692	0.0445422	-1.58246			
HS3ST1	0.481644	-1.07735	0.395998	1.10366			
HS3ST2	0.605891	-1.03562	0.000119563	-1.38387			
HS3ST5	0.0514819	-1.35826	1.22109e-005	-2.37421			
HS6ST1	0.00281029	1.29842	0.00219151	-1.3424			
HSD17B3	0.900832	-1.00665	9.05242e-015	2.25809			
HSFX2	0.917171	1.00629	0.208476	-1.08784			
HSFY2	0.277232	-1.05444	0.353914	1.05065			
HSP90AA1	0.114103	1.19752	3.46648e-005	-1.80322			
HSP90AA4P	0.0141546	1.37926	4.65655e-005	-1.9019			
HSP90AA6P	0.00296984	1.3877	0.000219844	-1.59389			
HSP90AB4P	0.000874117	1.3027	0.0468512	1.17642			
HSPA14	3.01719e-005	1.52778	0.040937	-1.22392			
HSPA1B	0.0150117	1.36715	5.04388e-005	-1.87287			
HSPA2	0.86031	1.04161	0.000131205	-3.01404			
HSPA4L	0.748636	1.08599	0.00027551	-3.16055			
HSPA5	0.328027	-1.07188	0.000353689	-1.36073			
HSPA8	0.538575	1.07451	0.00331293	-1.49758			
HSPA9	0.0185627	1.35294	0.380671	1.12564			
HSPB1	0.650385	1.06623	0.164768	-1.24423			
HSPB11	0.000624501	1.35356	0.00627066	1.29071			
HSPB8	0.592268	-1.10338	7.41973e-006	-2.93314			
HSPD1	1.05299e-010	1.85694	0.00279766	1.25723			
HSPE1	1.39338e-007	1.65171	0.355101	-1.07848			
HSPH1	0.00888455	1.59578	6.70992e-011	-6.04639			
HTATIP2	0.308546	-1.40884	0.421242	-1.34392			
HTR1B	0.54468	-1.0888	0.0419954	-1.38141			
HTR1F	0.749083	-1.04516	2.48705e-005	-2.10859			
HTR3D	0.813046	1.01945	0.121796	1.15124			
HTRA1	0.0460872	-1.71735	0.611611	-1.1573			
HUNK	0.002168	1.78958	0.0120501	-1.66189			
HUS1	0.000232173	1.35833	1.56202e-005	1.51079			
HYLS1	0.764813	-1.05735	0.111346	-1.39372			
HYMAI	0.409604	-1.17268	0.469858	-1.16501			
HYOU1	0.352431	1.10848	0.012171	-1.37538			
IAH1	0.00017159	-2.12323	0.45693	-1.15596			
IARS	1.29197e-008	2.15664	0.0270059	1.28854			
IARS2	0.741428	-1.07522	0.0159742	-1.8391			
IBTK	0.584509	1.11405	0.235058	-1.2961			
ICAM1	0.627278	1.12716	0.496755	1.20187			
ICK	0.409611	1.17476	0.676801	1.09287			
ICMT	0.713447	-1.04336	0.00402724	-1.47798			
ICOSLG	0.663413	-1.02419	0.0269445	-1.14861			
ID1	0.738942	-1.12907	0.705947	-1.16253			
ID2	0.928891	1.01967	0.0141092	1.85522			
ID2B	0.798996	-1.07009	0.0574252	1.76949			
ID3	5.72592e-006	3.087	0.000119019	2.69903			
IDE	0.178895	1.22858	0.796629	1.04352			
IDH3A	0.199974	1.28113	4.18176e-006	-3.1946			
IDH3G	0.875628	-1.01373	0.0216634	-1.25769			
IER5L	0.351383	1.11771	0.604608	-1.06971			
IFFO1	0.0579591	1.19611	0.000160646	1.53592			
IFI16	0.683385	1.1331	0.0027844	2.95366			
IFI27	0.792891	-1.14579	0.769399	-1.18115			
IFI27L1	0.000297126	-1.2739	0.0726209	1.12818			
IFI30	0.000601728	2.62212	2.40279e-005	3.95196			
IFI35	0.284138	-1.30112	0.535332	1.18034			
IFI44	0.31906	-1.88141	0.00457666	8.11894			
IFI44L	0.75618	-1.29589	0.0678474	5.56532			
IFI6	0.292671	-1.93712	0.62787	-1.39262			
IFIH1	0.145352	-2.57644	0.398141	1.81198			
IFIT1	0.345975	-1.90776	0.255599	-2.3549			
IFIT1B	0.679048	1.10463	0.873726	1.04271			
IFIT2	0.49382	-1.42156	0.529489	-1.42458			
IFIT3	0.545606	-1.39388	0.99267	1.00553			
IFIT5	0.528907	-1.20299	0.109879	-1.68804			
IFITM1	0.18806	-1.54073	0.223099	-1.54857			
IFITM2	0.00480385	-3.46463	0.30302	-1.5974			
IFITM3	0.0470548	-2.56408	0.523578	-1.37911			
IFITM4P	0.063834	-2.03643	0.896602	-1.05449			
IFNA14	0.00328493	1.21421	0.0524991	1.14383			
IFNA16	0.971661	1.00411	0.0356642	1.31775			
IFNAR2	0.00269638	1.36495	0.995603	-1.00058			
IFNGR1	0.798052	1.05838	0.278757	-1.30419			
IFRD1	2.04945e-010	2.23414	5.57305e-010	2.32104			
IFT46	0.210598	-1.13887	0.432029	-1.09273			
IFT57	0.230265	-1.13523	0.0617091	-1.24635			
IFT74	0.9519	1.02052	0.481454	1.29786			
IGF2BP2	0.00149363	2.69349	0.128003	1.62583			
IGF2BP3	0.0483048	1.45719	1.47713e-008	4.65042			
IGFBP7	0.00732971	-10.099	0.276148	-2.65575			
IGFBPL1	0.405105	1.15911	0.447242	-1.15894			
IGHD2-15	0.0151509	1.42859	0.0146754	1.48109			
IGHD3-3	0.427429	1.20358	0.250157	1.3443			
IGHV3-49	0.867756	1.03263	0.0500826	1.53358			
IGHV5-78	0.859375	1.04075	0.842146	1.05042			
IGIP	0.000434611	2.67206	0.00558776	-2.25516			
IGKV1-37	0.5924	1.05955	0.987611	-1.00184			
IGKV1D-16	0.704061	1.04823	0.356462	1.1343			
IGKV1D-17	0.865974	-1.01933	0.395024	1.11217			
IGKV1D-27	0.850138	-1.04216	0.00035386	2.60117			
IGKV1D-33	0.161988	1.15889	0.00117394	1.49788			
IGKV2-24	0.800296	1.05671	0.238188	1.32967			
IGKV2D-30	0.521824	-1.08463	0.0406699	1.3414			
IGKV3D-7	0.921752	-1.01684	0.055311	1.44528			
IK	0.762205	-1.04333	0.0307517	1.41202			
IKBIP	0.847583	-1.01311	1.24298e-007	1.65883			
IKBKAP-IT1	0.94955	1.01663	0.00032728	3.1536			
IL10RB	0.889463	1.01304	0.00526836	1.35628			
IL12A	0.015291	1.46163	0.468995	1.12585			
IL13RA1	7.62161e-007	4.78312	0.612542	-1.15159			
IL13RA2	0.895327	-1.06684	0.217037	1.96127			
IL15	0.677919	-1.04069	0.645907	1.04954			
IL17F	0.700982	1.02974	0.316985	1.08792			
IL17RB	0.171084	1.71302	0.252812	-1.63273			
IL1A	0.90983	1.00748	0.0670812	1.1454			
IL1R1	0.693994	-1.10827	0.14383	-1.53031			
IL20	0.730447	-1.01885	0.00650483	1.18771			
IL22RA1	0.455046	-1.08936	0.632397	1.0617			
IL26	0.683788	-1.04151	0.603989	1.05843			
IL2RA	0.875624	-1.02357	0.0246253	1.46609			
IL6	0.815288	-1.03624	0.212782	1.23448			
IL6ST	0.32137	-1.35322	0.0477329	-1.97067			
ILK	6.12323e-005	-1.64097	0.117255	1.2067			
IMP3	0.000520832	1.23853	0.130454	-1.09829			
IMPA2	3.49877e-008	3.73648	0.418375	1.17503			
IMPDH1	9.72355e-006	1.98888	0.21217	1.19823			
INA	0.12544	1.60936	4.16665e-011	-27.6624			
INADL	0.195546	-1.21228	0.169953	1.25105			
INE1	0.00011128	1.78491	0.00064844	1.72212			
ING2	0.345852	-1.08893	0.906621	1.01159			
ING3	0.373702	1.08918	0.174097	1.15519			
ING5	0.0193322	1.23615	0.000727493	1.42419			
INIP	0.674427	-1.02205	1.75399e-006	-1.3955			
INO80D	0.180541	-1.23421	0.0424257	1.42815			
INPP1	0.468847	-1.05763	0.0506312	-1.18572			
INPP5B	0.145304	1.19213	0.221149	1.17454			
INSIG1	0.15091	1.2474	1.06915e-005	-2.37918			
INSM1	1.10046e-006	2.65888	7.00277e-006	2.59921			
INTS1	0.000754899	1.32499	0.12384	1.13899			
INTS12	0.297305	1.14378	0.264229	1.171			
INTS4	0.12384	-1.15114	0.000432702	1.46976			
INTS4L1	0.00948457	-1.3758	0.122456	1.2219			
INTS4L2	0.00863086	-1.33931	0.030899	1.29424			
INTS7	0.723005	-1.07573	0.159037	1.38099			
IPCEF1	0.000183399	2.30159	1.09667e-009	-6.41957			
IQCA1	0.556114	-1.29777	0.782944	1.14262			
IQCE	0.661597	1.02872	5.38122e-006	1.47291			
IQGAP1	0.274307	-1.38851	0.617526	1.17695			
IQGAP2	0.0226023	1.71834	2.56062e-007	5.10864			
IRAK2	0.00137649	-1.53446	0.661042	-1.06067			
IREB2	0.139547	1.28865	0.259609	-1.23407			
IRF1	0.821418	-1.0151	0.000257113	1.34811			
IRF9	0.0443999	-1.16376	0.788075	1.02171			
ISCU	0.271381	1.11309	0.167677	-1.15963			
ISG15	0.802254	-1.03998	0.525565	1.11535			
ISL2	0.250228	1.18472	0.195511	1.23327			
ISPD	0.389999	1.18669	2.15827e-007	-4.19798			
ISY1	0.0001515	1.23735	1.25997e-005	1.32429			
ITCH	0.0199554	1.35977	0.000941484	-1.65264			
ITFG1	0.115423	-1.6798	0.000402174	-4.03576			
ITFG2	0.575052	1.06272	0.0727788	1.24435			
ITGA1	0.678959	-1.14974	0.252018	-1.53289			
ITGA11	0.610197	-1.10519	0.265872	1.27267			
ITGA2					0.383839	1.54961	
ITGA3	0.235073	-1.21909	0.767266	-1.05494			
ITGA6	0.00230767	2.28292	0.139166	-1.51055			
ITGAD	0.401426	-1.06793	0.137131	1.13793			
ITGB1BP1	0.0143207	1.23474	7.99865e-008	-1.8687			
ITGB3	0.51708	1.31265	0.756942	1.15255			
ITGB3BP	3.65222e-008	1.84661	7.88294e-006	1.63803			
ITM2B	0.086551	-1.61068	0.00355405	-2.5403			
ITPR1	0.0857977	2.03392	8.9953e-005	-7.23489			
ITPR3	0.000607344	-1.56788	0.422873	1.11016			
ITPRIP	0.142308	1.17349	0.748322	1.03838			
JAK1	0.682868	-1.0566	0.0104068	-1.49125			
JAK2	0.729649	-1.06294	8.67691e-005	-2.38432			
JAKMIP2-AS1	0.000854565	-1.67568	0.107761	1.288			
JAM3	0.0442739	1.20134	0.927172	-1.00886			
JAZF1	0.0093622	-1.33259	0.00106927	-1.50698			
JHDM1D	4.22826e-005	3.1182	0.281028	-1.33055			
JKAMP	0.937714	-1.02006	0.0114536	-2.1042			
JPH1	6.60286e-006	1.77774	1.4176e-007	-2.20351			
JPH2	0.601518	-1.06174	0.254902	1.15526			
JRKL	0.202327	1.13579	0.128869	1.18188			
JUNB	0.498244	1.09587	0.00225443	1.62991			
JUP	0.171452	1.10206	0.0377938	-1.17954			
KANK2	0.700135	-1.02227	9.86855e-007	1.46234			
KANSL1-AS1	0.226955	1.17075	0.886242	-1.0204			
KATNA1	0.0388413	1.13988	0.00236436	1.24666			
KATNAL2	6.48662e-006	1.87569	0.958019	1.00673			
KBTBD2	0.498906	1.07438	0.240106	-1.14753			
KCND3-AS1	0.389312	-1.101	0.978073	1.00335			
KCNE2	0.900498	1.01126	0.0991889	1.17999			
KCNF1	0.406092	-1.25156	0.0435396	-1.84925			
KCNH1	0.726507	-1.11546	0.000150066	-4.35116			
KCNH2	0.0465563	1.32307	0.145139	1.24728			
KCNIP3	0.000567451	2.75824	0.166752	-1.50461			
KCNIP4-IT1	0.000453431	-2.80387	0.0538824	-1.77814			
KCNJ3	0.741987	1.04458	2.54523e-016	-10.1518			
KCNK2	0.402586	1.15579	0.0317023	-1.52337			
KCNMA1	0.379496	1.32241	2.23545e-005	-5.58998			
KCNMB2	0.556218	-1.04695	1.72224e-005	-1.53927			
KCNMB3	0.0971448	1.21718	9.566e-005	1.76043			
KCNMB3P1	0.00336109	1.61562	9.94553e-010	4.2169			
KCNQ1DN	0.302394	-1.0862	0.0329896	1.21282			
KCNQ1OT1	2.3871e-009	2.48149	6.1416e-009	2.59042			
KCNV1	0.858517	-1.02691	6.19008e-010	-4.23096			
KCTD19	0.918716	-1.01056	0.0652176	1.2386			
KCTD20	0.36809	-1.06278	1.99334e-005	1.44623			
KCTD6	0.0265195	1.28133	0.101471	-1.2173			
KCTD9	0.007757	1.67344	0.6426	-1.09708			
KDELC2	0.607109	1.11727	2.19785e-005	3.23341			
KDELR2	0.0194102	1.45572	9.97455e-005	2.10972			
KDELR3	0.000747229	-2.84374	0.1566	1.55758			
KDM2A	0.241852	-1.10544	0.588953	1.05152			
KDM4A	0.430258	1.11285	0.294939	1.16902			
KDM5A	0.462642	1.12596	0.0520178	1.42394			
KDM5C	0.000406944	1.38576	0.282508	1.10335			
KDM5D	0.940429	1.02595	0.793962	1.1031			
KDM6A	0.0010255	1.71549	0.562727	1.09983			
KDR	0.294102	-1.477	0.0694612	-2.12394			
KGFLP2	2.78864e-005	1.66943	3.03891e-009	-2.56464			
KIAA0020	1.77295e-011	2.11636	0.292061	1.08827			
KIAA0040	0.032305	-1.25735	0.65057	1.05246			
KIAA0101	0.788916	1.03799	2.51099e-006	2.40005			
KIAA0247	0.133592	1.23563	0.269138	-1.18441			
KIAA0368	0.0211812	1.34371	0.0145774	-1.41194			
KIAA0430	0.678145	-1.07302	0.0234419	-1.55261			
KIAA0586	0.816795	1.07261	0.165637	-1.59496			
KIAA0754	0.302724	1.18469	3.00743e-005	2.3851			
KIAA0895	1.92517e-008	2.04054	0.1099	-1.18532			
KIAA0907	0.0625451	1.22008	4.8457e-006	1.86991			
KIAA0947	0.349063	1.21288	0.917271	-1.02355			
KIAA1109	0.478142	-1.13793	0.0388648	-1.53068			
KIAA1161	0.977321	1.00339	2.98684e-005	-1.88697			
KIAA1199	0.974187	1.01356	0.215257	-1.77233			
KIAA1217	0.000359039	1.58795	0.000304527	-1.67215			
KIAA1244	0.868072	1.03276	3.86736e-005	-2.7618			
KIAA1456	0.0864017	1.3343	0.0108666	-1.62244			
KIAA1524	0.400202	1.11979	6.76108e-013	5.6375			
KIAA1598	2.39366e-006	-9.2497	0.0060278	-3.45641			
KIAA1671	0.603503	1.11281	0.157267	-1.38208			
KIAA1715	0.172711	1.26979	0.926533	-1.01757			
KIAA1731	0.350667	1.17549	4.61632e-005	2.4322			
KIAA1908	0.609518	-1.05352	0.076048	1.22549			
KIAA2013	0.0299669	1.27488	0.016634	1.34464			
KIF13B	0.603102	-1.17217	0.233267	-1.49611			
KIF18A	0.645217	-1.18516	1.33189e-006	11.1034			
KIF18B	0.860034	-1.02424	4.1736e-005	2.02814			
KIF20A	0.789113	1.04748	1.79197e-009	4.94599			
KIF23	0.762857	1.05376	6.43302e-012	7.74157			
KIF24	0.0966768	-1.40727	0.000234068	2.48842			
KIF2B	0.565324	-1.0578	0.312654	-1.11487			
KIF2C	0.25543	1.29997	5.00506e-007	4.84753			
KIF4A	0.0736125	1.49446	1.14645e-007	5.15183			
KIFAP3	0.182048	1.2791	7.88881e-007	-3.40286			
KIFC1	0.305112	-1.21044	2.09321e-006	3.2349			
KIR2DL1	0.608235	-1.05116	0.233093	1.13702			
KIRREL	4.53788e-006	1.38913	3.89908e-005	1.36461			
KIRREL3-AS3	0.755525	-1.03777	0.921577	-1.01291			
KITLG	0.0139088	-2.06578	0.000678021	-3.16739			
KLC1	0.0305637	-1.30227	0.000133911	-1.7472			
KLF1	0.852626	-1.01781	0.117292	1.18107			
KLF10	0.462279	1.10406	0.000150496	1.88036			
KLF11	0.0327309	1.28846	0.0759372	1.25603			
KLF5	0.144663	1.15524	0.000432641	-1.518			
KLF6	0.50327	-1.13542	0.113094	1.39817			
KLHDC1	0.741527	-1.09274	0.000183195	-3.47253			
KLHDC10	1.62757e-006	1.71043	0.791554	1.02673			
KLHDC2	0.282927	1.26104	0.00176502	-2.22032			
KLHL13	4.4838e-007	4.56774	0.689485	1.11045			
KLHL14	0.000432879	2.39982	0.856957	-1.04508			
KLHL15	3.87167e-008	1.87034	0.000382543	-1.45549			
KLHL2	0.0125592	-1.7148	1.38157e-006	-3.80229			
KLHL20	0.186631	1.15079	0.253346	1.14177			
KLHL33	0.741242	-1.0411	0.473989	1.10076			
KLHL8	2.45146e-006	2.58821	0.00141336	-1.88091			
KLHL9	0.259968	-1.32771	0.0231335	-1.91048			
KLKB1	0.70504	-1.0557	2.1175e-006	2.48213			
KLRC2	0.320791	1.3489	0.00488678	2.68288			
KLRC3	0.115717	1.53055	0.000898023	2.88898			
KLRC4	0.417679	1.26569	0.000172122	3.84495			
KPNA4	0.00212228	1.50648	0.00117637	-1.61385			
KPNA6	0.0609785	1.33087	0.0273629	-1.45217			
KRBA2	0.108986	-1.29125	0.258898	1.2154			
KRCC1	0.512207	-1.15021	0.730879	-1.08355			
KREMEN1	0.904706	1.02653	0.62091	-1.12606			
KRIT1	8.31855e-007	2.05019	0.0500095	1.2965			
KRR1	0.0949226	1.26891	0.0740607	-1.32315			
KRT17P1	0.51417	-1.04312	0.284168	1.07938			
KRT28	0.877472	-1.01381	0.719541	-1.03565			
KRT6A	0.193721	-1.09199	0.00947364	1.22266			
KRT8P12	0.591601	-1.05954	0.060742	1.25563			
KRTAP12-1	0.961835	1.00459	0.490701	1.07522			
KRTAP15-1	0.182526	-1.07551	0.00682076	1.18508			
KRTAP19-5	0.750857	-1.04036	0.0955317	1.26216			
KRTAP19-6	0.0966475	1.13209	0.00875108	1.2489			
KRTAP3-1	0.526787	-1.06293	0.573635	-1.0612			
KRTAP9-2	0.280192	-1.0715	0.257068	1.08272			
KTI12	0.0265907	1.34771	0.528857	1.09342			
KTN1	0.78357	1.08447	0.123072	-1.66295			
KTN1-AS1	0.00420439	1.4868	0.149103	-1.23079			
L3MBTL2	0.336789	1.048	5.26556e-005	-1.28129			
LACTB2	0.0204098	1.25218	0.0370871	-1.24549			
LAIR2	0.944826	-1.00524	0.103414	1.1476			
LAMA2	0.669137	-1.20919	0.603288	1.28819			
LAMA5	0.00624824	-1.30133	0.000482428	1.46821			
LAMB1	0.0284532	2.13682	0.124262	1.7708			
LAMC1	0.121396	1.53524	0.0599347	1.77886			
LAMP2	0.493639	1.15438	0.00589002	-1.9597			
LAMP5	0.146223	1.66393	6.20599e-005	-5.69543			
LANCL2	0.728002	1.15706	0.780958	-1.13624			
LANCL3	0.936409	1.02979	0.229582	-1.63252			
LAP3	0.989818	1.00292	0.0955258	1.53389			
LAPTM4A	0.682972	1.08389	0.284496	1.26261			
LARGE	0.898186	1.0189	0.000477089	-1.8641			
LARGE-IT1	0.460461	1.11146	0.510361	1.10865			
LARP1B	2.86846e-005	1.54898	0.0535559	-1.21596			
LARP4	0.199761	1.24494	0.18944	-1.27861			
LARP6	0.725315	-1.01495	0.000642222	-1.19075			
LARP7	0.860167	-1.02621	0.0100196	1.55032			
LATS1	0.113365	-1.28429	0.794509	1.04515			
LAYN	0.46817	-1.13997	0.14259	-1.34189			
LCE1B	0.603431	-1.0436	0.134704	1.14671			
LCE3A	0.715803	-1.0261	0.0990164	1.13968			
LCP1	0.964754	1.00372	0.173584	1.13574			
LCTL	0.166492	-1.20028	0.124817	1.24943			
LDB2	0.107209	1.58182	0.00319714	-2.6367			
LDHAL6A	0.590921	1.03543	0.487104	-1.05063			
LDLR	0.80094	-1.03811	1.25146e-005	-2.31794			
LDLRAP1	0.00220248	1.29723	0.904032	1.01041			
LECT2	0.533914	1.03332	0.33583	1.0574			
LEKR1	0.772208	-1.03199	0.0117663	1.37267			
LEPRE1	3.83257e-010	1.845	6.17386e-005	1.40888			
LEPREL1	0.13889	1.98406	0.373457	1.56209			
LGALS1	0.01349	-1.74456	0.208427	1.34785			
LGALS13	0.414829	1.0846	0.617932	1.05573			
LGALS14	0.976656	1.00258	0.00361332	1.35233			
LGALS3	0.835097	1.05627	0.795541	1.07753			
LGALS3BP	0.81555	1.05929	0.599569	1.15288			
LGALS9	0.495018	-1.1104	0.0806426	1.35021			
LGALS9B	0.511229	-1.06588	0.0333608	1.2642			
LGALS9C	0.852457	-1.01759	0.00257053	1.3979			
LGI2	1.62063e-009	4.51006	2.7292e-006	-3.04781			
LGMN	0.279059	1.31452	0.104719	-1.57561			
LGR4	0.00133946	-2.1511	0.21382	-1.35165			
LHFPL1	0.736541	1.04174	0.738477	-1.04546			
LHFPL3-AS2	0.422819	-1.07397	0.848136	1.01875			
LHX2	0.252505	1.24988	0.72545	-1.07706			
LIAS	0.0825775	1.20896	0.00788461	-1.39034			
LILRA1	0.934285	1.00613	0.370445	1.07599			
LIMCH1	0.73687	-1.0701	0.00074646	-2.27427			
LIMD1	3.51909e-006	1.77448	4.33034e-014	4.35136			
LIMK2	0.785538	1.05768	0.0513327	-1.57483			
LIMS1	0.724711	1.07289	0.239312	1.2973			
LIMS3L	0.768713	1.08209	0.319901	1.34255			
LIN37	0.337926	-1.0674	0.0149854	1.2085			
LIN54	0.424304	-1.12159	0.923458	1.01515			
LIN7C	0.911093	-1.01499	0.000346288	-1.79357			
LINC00152	0.369293	1.24031	0.0667442	1.63626			
LINC00174	0.509042	1.05035	2.53417e-007	1.70348			
LINC00189	0.377252	1.22756	0.566172	1.15647			
LINC00211	0.796777	1.02039	0.92257	-1.00838			
LINC00273	0.665999	-1.05863	0.00017466	1.84632			
LINC00278	0.545605	1.11883	0.217361	1.28857			
LINC00282	0.897084	1.01132	0.0283321	-1.2433			
LINC00304	0.721255	-1.04659	0.32728	1.14791			
LINC00310	0.466292	1.15536	0.0187721	1.70345			
LINC00340	0.076433	-1.6999	0.00109754	3.13865			
LINC00341	0.317465	-1.33435	0.341813	-1.35015			
LINC00342	0.0365373	1.40835	1.27803e-009	4.38364			
LINC00371	0.692217	-1.04517	0.103886	1.22518			
LINC00413	0.361563	-1.08009	2.28773e-005	1.57783			
LINC00434	0.40505	-1.05176	0.632845	-1.0321			
LINC00440	0.418459	1.09329	4.02351e-005	-1.77256			
LINC00443	0.793213	-1.04353	0.656341	1.08254			
LINC00445	0.778149	-1.02904	0.62261	1.05639			
LINC00449	0.721348	-1.00987	0.293709	1.03247			
LINC00460	0.588368	1.06777	0.18626	-1.19436			
LINC00469	0.937318	-1.00816	0.110602	1.20266			
LINC00472	0.316014	-1.138	0.000266996	1.77451			
LINC00488	0.220312	-2.02915	0.878799	1.09992			
LINC00491	0.555849	-1.02504	2.32243e-005	1.2554			
LINC00516	0.608226	1.05008	0.0703134	1.21401			
LINC00517	0.95443	1.00443	0.0265552	1.21681			
LINC00550	0.968326	1.00471	0.562801	1.07821			
LINC00552	0.305937	-1.13295	0.493378	1.09531			
LINC00572	0.782649	1.03082	0.0112326	1.38094			
LINS	0.20745	1.26255	0.510561	-1.1411			
LIPG	0.25822	-1.73333	0.271649	1.79588			
LLPH	0.0969836	-1.06381	0.000183767	1.18373			
LMAN2	0.989559	1.00075	0.0234994	1.16077			
LMBR1	0.000615453	1.85216	0.16112	-1.28865			
LMBRD2	0.541415	-1.20861	3.02823e-005	-5.20042			
LMF2	0.00280105	-1.1771	0.367029	1.05153			
LMLN	0.814145	1.02691	0.337843	1.12688			
LMNA	0.476803	1.02864	4.43493e-008	1.36553			
LMNB2	0.0209874	1.22405	0.0184749	1.25417			
LMO1	0.657068	1.0601	0.143086	1.23911			
LMO3	0.0574728	-2.04877	0.00345225	-3.5354			
LMOD2	0.710833	-1.03844	0.112862	1.19762			
LMTK2	0.0828992	1.21175	1.00628e-011	-3.49196			
LNPEP	0.411102	1.29378	0.00433309	-2.8424			
LNX1	0.856579	-1.02208	0.0211297	-1.3763			
LNX1-AS1	0.792115	1.01605	0.697889	1.02604			
LNX1-AS2	0.977158	-1.00248	0.0171931	1.26705			
LNX2	0.000148725	1.36017	2.23365e-006	-1.57263			
LOC100126582	0.0267234	1.59654	0.941954	-1.01628			
LOC100127974	0.927525	1.0133	0.0286452	1.4374			
LOC100128023	0.558147	-1.0584	0.837308	-1.02199			
LOC100128252	0.2833	-1.29641	0.314033	-1.30544			
LOC100128288	0.58402	-1.11531	0.00923552	1.82399			
LOC100128675	0.994209	-1.00045	0.408092	-1.05859			
LOC100128993	0.534346	-1.039	0.188975	1.09376			
LOC100129175	0.39813	1.094	0.0274565	1.3049			
LOC100129407	0.780689	-1.02712	0.0920319	1.19913			
LOC100130015	0.563357	-1.06326	0.0923191	1.22133			
LOC100130275	0.0402516	1.44211	0.000388676	2.11065			
LOC100130298	0.334288	1.10949	0.21758	1.15729			
LOC100130331	0.361666	-1.07853	0.0435812	1.20729			
LOC100130581	0.503298	-1.05542	0.1125	1.15326			
LOC100130887	0.595752	1.12421	0.0649537	1.58129			
LOC100130954	0.817707	-1.01417	0.0279828	1.16545			
LOC100130992	0.621306	-1.11644	5.42678e-009	-7.00886			
LOC100131067	0.765711	-1.01901	0.000878283	1.2884			
LOC100131089	0.430596	1.10056	0.0199575	1.38121			
LOC100131347	0.953766	1.00333	0.200962	1.08474			
LOC100131434	0.605936	1.04656	8.0312e-008	1.95969			
LOC100132287	0.989382	1.00114	1.6186e-009	2.21742			
LOC100132356	0.26658	1.11979	0.313514	1.11877			
